Restaurant Name,Category Name,Latitude,Longitude,Distance,Bike Station Lat,Bike Station Lon
Rorschach Brewing,Brewery,43.663372,-79.319902,194,43.665269,-79.319796
The Sidekick,Coffee Shop,43.664574,-79.325048,440,43.665269,-79.319796
Chino Locos,Chinese Restaurant,43.664482,-79.325548,470,43.665269,-79.319796
Hasting Snack Bar,Lounge,43.663791,-79.328899,759,43.665269,-79.319796
Udupi Palace,Indian Restaurant,43.672665,-79.321041,810,43.665269,-79.319796
Chick-N-Joy,Diner,43.665121,-79.321347,129,43.665269,-79.319796
Null,Burger Joint,43.666709,-79.315659,377,43.665269,-79.319796
Godspeed Brewery,Bar,43.672563,-79.319341,804,43.665269,-79.319796
Maha's Fine Egyptian Cuisine,Egyptian Restaurant,43.671682,-79.328462,1001,43.665269,-79.319796
Blondies Pizza,Pizzeria,43.666892,-79.330277,877,43.665269,-79.319796
Brett's Ice Cream,Ice Cream Parlor,43.667418,-79.312824,600,43.665269,-79.319796
O Sushi,Pizzeria,43.666623,-79.316861,300,43.665269,-79.319796
Le Conciliabule,Bistro,43.671324,-79.32719,880,43.665269,-79.319796
Lahore Tikka House,Indian Restaurant,43.671511,-79.3246,813,43.665269,-79.319796
Triple a Bar,BBQ Joint,43.66368,-79.328881,770,43.665269,-79.319796
Gio Rana's Really Really Nice Restaurant,Italian Restaurant,43.663345,-79.330418,880,43.665269,-79.319796
Casa Di Giorgios,Pizzeria,43.666794,-79.315251,399,43.665269,-79.319796
Lazy Daisy's Cafe,Burger Joint,43.672661,-79.319544,838,43.665269,-79.319796
Tulip Restaurant,Diner,43.666394,-79.316918,265,43.665269,-79.319796
Eulalie's Corner Store,Bar,43.672514,-79.321578,824,43.665269,-79.319796
Yaya,"Cafe, Coffee, and Tea House",43.663023,-79.33177,1142,43.665269,-79.319796
Harvey's,Restaurant,43.666527,-79.315069,400,43.665269,-79.319796
McDonald's,Burger Joint,43.665065,-79.319,62,43.665269,-79.319796
Pizza Pizza,Pizzeria,43.671016,-79.328357,919,43.665269,-79.319796
Maru Japanese Bistro,Japanese Restaurant,43.664804,-79.324196,356,43.665269,-79.319796
Mira Mira,Sandwich Spot,43.664626,-79.325103,442,43.665269,-79.319796
My Little Dumplings,Chinese Restaurant,43.66454,-79.32551,482,43.665269,-79.319796
Wendy's,Fast Food Restaurant,43.659631,-79.329011,976,43.665269,-79.319796
Queen's Head Pub,Pub,43.663332,-79.330603,900,43.665269,-79.319796
The Burren Pub,Pub,43.663525,-79.327922,688,43.665269,-79.319796
Lloyd's on Queen,Bar,43.663831,-79.328344,702,43.665269,-79.319796
Jules Bistro,French Restaurant,43.663766,-79.328474,725,43.665269,-79.319796
Daddy's Chicken,Fried Chicken Joint,43.663805,-79.328714,744,43.665269,-79.319796
Maestro Omar's Gourmet Pizza,Pizzeria,43.668882,-79.31198,759,43.665269,-79.319796
Hakka Flame,Indian Chinese Restaurant,43.671893,-79.322416,783,43.665269,-79.319796
Karma's Kitchen,Tibetan Restaurant,43.671853,-79.322971,784,43.665269,-79.319796
Little India Food & Cultural Walking Tour,Gastropub,43.672044,-79.321878,785,43.665269,-79.319796
Puerto Bravo,Mexican Restaurant,43.672004,-79.322433,789,43.665269,-79.319796
Thai Culture,Restaurant,43.67258,-79.321448,805,43.665269,-79.319796
Leela Indian Food Bar,Indian Restaurant,43.671864,-79.324375,811,43.665269,-79.319796
Two Headed Dog,Gastropub,43.672398,-79.320859,815,43.665269,-79.319796
Chandni Chowk Restaurant,Halal Restaurant,43.672402,-79.322356,815,43.665269,-79.319796
Siddhartha,Indian Restaurant,43.67258,-79.321448,823,43.665269,-79.319796
Taste of Tandooree,Dessert Shop,43.671745,-79.325245,828,43.665269,-79.319796
Toronto Beach Club,Restaurant,43.663078,-79.309943,828,43.665269,-79.319796
It's the Icing on the Cake,Bakery,43.663568,-79.329659,830,43.665269,-79.319796
Kabul Kabab House,Diner,43.671601,-79.32569,838,43.665269,-79.319796
The Social Gardener,Coffee Shop,43.67168,-79.325375,841,43.665269,-79.319796
Jinglepear Deli,Deli,43.670782,-79.327712,875,43.665269,-79.319796
Nodo Leslieville,Italian Restaurant,43.663147,-79.331603,980,43.665269,-79.319796
The Greater Good Bar,Bar,43.669324,-79.439163,581,43.67142,-79.445947
Tre Mari Bakery,Bakery,43.676486,-79.448732,603,43.67142,-79.445947
Parallel,Middle Eastern Restaurant,43.669358,-79.4387,617,43.67142,-79.445947
Rio 40 Restaurant,Brazilian Restaurant,43.67738,-79.44649,657,43.67142,-79.445947
Desotos,Bistro,43.678507,-79.439513,946,43.67142,-79.445947
King's Tacos,Mexican Restaurant,43.677803,-79.444546,706,43.67142,-79.445947
Famiglia Baldassarre,Italian Restaurant,43.670471,-79.434997,887,43.67142,-79.445947
California Sushi,Sushi Restaurant,43.677552,-79.445675,674,43.67142,-79.445947
Thai Lime,Thai Restaurant,43.665197,-79.452624,868,43.67142,-79.445947
Pizza e Pazzi,Pizzeria,43.677961,-79.443916,733,43.67142,-79.445947
La Paloma Gelateria & Cafe,Ice Cream Parlor,43.675998,-79.450805,659,43.67142,-79.445947
Nova Era Bakery,Bakery,43.670001,-79.437587,693,43.67142,-79.445947
Donna’s,Diner,43.662806,-79.444617,988,43.67142,-79.445947
North Of Brooklyn Pizzeria,Pizzeria,43.669324,-79.439163,574,43.67142,-79.445947
Dairy Freezer,Burger Joint,43.67508,-79.454914,829,43.67142,-79.445947
Frank's Pizza House,Pizzeria,43.676786,-79.449247,630,43.67142,-79.445947
Tavora Foods,Seafood Restaurant,43.674605,-79.456802,938,43.67142,-79.445947
Century Park Tavern,Pub,43.669582,-79.448698,292,43.67142,-79.445947
Eden Trattoria,Italian Restaurant,43.676314,-79.449546,615,43.67142,-79.445947
Ti Carlos,Karaoke Bar,43.676528,-79.450469,621,43.67142,-79.445947
El Sazon Mexicano,Mexican Restaurant,43.677168,-79.447859,638,43.67142,-79.445947
Uai Pizzeria & Restaurant,Pizzeria,43.677373,-79.446582,647,43.67142,-79.445947
Kaito Sushi,Sushi Restaurant,43.677241,-79.444549,674,43.67142,-79.445947
Billyard Insurance Group - St. Clair,Insurance Agency,43.677848,-79.444694,710,43.67142,-79.445947
Corso Italia,Restaurant,43.677761,-79.442808,750,43.67142,-79.445947
Newport Fish & Seafood,Seafood Restaurant,43.669767,-79.436942,753,43.67142,-79.445947
Definitely Yours,Restaurant,43.677847,-79.442401,779,43.67142,-79.445947
Geary Market,Deli,43.669894,-79.43598,822,43.67142,-79.445947
Souvlaki Empornium,Greek Restaurant,43.665079,-79.452698,869,43.67142,-79.445947
Domino's Pizza,Pizzeria,43.665092,-79.452513,875,43.67142,-79.445947
Gaucho Pie Co,Empanada Restaurant,43.670824,-79.434773,895,43.67142,-79.445947
Dupont Spa,Restaurant,43.66517,-79.452993,896,43.67142,-79.445947
Colombian Street Food,Latin American Restaurant,43.66509,-79.453308,898,43.67142,-79.445947
Cano Restaurant,Mediterranean Restaurant,43.6787,-79.440714,904,43.67142,-79.445947
Atomic 10,Restaurant,43.678396,-79.439496,920,43.67142,-79.445947
Good Behaviour,Ice Cream Parlor,43.670661,-79.4347,928,43.67142,-79.445947
Dotty’s,Restaurant,43.665265,-79.453991,957,43.67142,-79.445947
Lucia,Italian Restaurant,43.664853,-79.454252,982,43.67142,-79.445947
McDonald's,Burger Joint,43.678113,-79.443379,765,43.67142,-79.445947
Foundry Avenue,Restaurant,43.668674,-79.448833,383,43.67142,-79.445947
M & M Food Market,Restaurant,43.667489,-79.442001,539,43.67142,-79.445947
Rocky Bar Restaurant and Cafe,Bar,43.678349,-79.440143,900,43.67142,-79.445947
Rorschach Brewing,Brewery,43.663372,-79.319902,349,43.666224,-79.317693
The Sidekick,Coffee Shop,43.664574,-79.325048,630,43.666224,-79.317693
Null,Burger Joint,43.666709,-79.315659,180,43.666224,-79.317693
Udupi Palace,Indian Restaurant,43.672665,-79.321041,752,43.666224,-79.317693
O Sushi,Pizzeria,43.666623,-79.316861,100,43.666224,-79.317693
Brett's Ice Cream,Ice Cream Parlor,43.667418,-79.312824,406,43.666224,-79.317693
Hasting Snack Bar,Lounge,43.663791,-79.328899,950,43.666224,-79.317693
Godspeed Brewery,Bar,43.672563,-79.319341,709,43.666224,-79.317693
Chino Locos,Chinese Restaurant,43.664482,-79.325548,657,43.666224,-79.317693
Casa Di Giorgios,Pizzeria,43.666794,-79.315251,205,43.666224,-79.317693
Le Conciliabule,Bistro,43.671324,-79.32719,934,43.666224,-79.317693
Lahore Tikka House,Indian Restaurant,43.671511,-79.3246,826,43.666224,-79.317693
Chick-N-Joy,Diner,43.665121,-79.321347,319,43.666224,-79.317693
Triple a Bar,BBQ Joint,43.66368,-79.328881,961,43.666224,-79.317693
Tulip Restaurant,Diner,43.666394,-79.316918,68,43.666224,-79.317693
Lazy Daisy's Cafe,Burger Joint,43.672661,-79.319544,745,43.666224,-79.317693
Zane Patisserie Boulangerie,Bakery,43.668515,-79.307713,814,43.666224,-79.317693
Eulalie's Corner Store,Bar,43.672514,-79.321578,778,43.666224,-79.317693
Harvey's,Restaurant,43.666527,-79.315069,209,43.666224,-79.317693
McDonald's,Burger Joint,43.665065,-79.319,172,43.666224,-79.317693
Maru Japanese Bistro,Japanese Restaurant,43.664804,-79.324196,546,43.666224,-79.317693
Maestro Omar's Gourmet Pizza,Pizzeria,43.668882,-79.31198,560,43.666224,-79.317693
Mira Mira,Sandwich Spot,43.664626,-79.325103,632,43.666224,-79.317693
My Little Dumplings,Chinese Restaurant,43.66454,-79.32551,672,43.666224,-79.317693
Toronto Beach Club,Restaurant,43.663078,-79.309943,714,43.666224,-79.317693
Little India Food & Cultural Walking Tour,Gastropub,43.672044,-79.321878,741,43.666224,-79.317693
Two Headed Dog,Gastropub,43.672398,-79.320859,747,43.666224,-79.317693
Thai Culture,Restaurant,43.67258,-79.321448,748,43.666224,-79.317693
Hakka Flame,Indian Chinese Restaurant,43.671893,-79.322416,749,43.666224,-79.317693
Puerto Bravo,Mexican Restaurant,43.672004,-79.322433,756,43.666224,-79.317693
Karma's Kitchen,Tibetan Restaurant,43.671853,-79.322971,767,43.666224,-79.317693
Siddhartha,Indian Restaurant,43.67258,-79.321448,768,43.666224,-79.317693
Chandni Chowk Restaurant,Halal Restaurant,43.672402,-79.322356,785,43.666224,-79.317693
Baldev Paan & Cold Drink House,Diner,43.671747,-79.323655,790,43.666224,-79.317693
Leela Indian Food Bar,Indian Restaurant,43.671864,-79.324375,811,43.666224,-79.317693
Taste of Tandooree,Dessert Shop,43.671745,-79.325245,847,43.666224,-79.317693
Kabul Kabab House,Diner,43.671601,-79.32569,864,43.666224,-79.317693
The Social Gardener,Coffee Shop,43.67168,-79.325375,873,43.666224,-79.317693
The Burren Pub,Pub,43.663525,-79.327922,880,43.666224,-79.317693
Lloyd's on Queen,Bar,43.663831,-79.328344,893,43.666224,-79.317693
Jules Bistro,French Restaurant,43.663766,-79.328474,916,43.666224,-79.317693
Daddy's Chicken,Fried Chicken Joint,43.663805,-79.328714,935,43.666224,-79.317693
Jinglepear Deli,Deli,43.670782,-79.327712,945,43.666224,-79.317693
New Sunrise Restaurant,Restaurant,43.673001,-79.319504,767,43.666224,-79.317693
Dilbag Singh,Restaurant,43.671754,-79.323563,774,43.666224,-79.317693
Lions Club of Toronto,Night Club,43.664074,-79.307808,829,43.666224,-79.317693
Jules Bistro Leslieville Toronto,Restaurant,43.663877,-79.328492,906,43.666224,-79.317693
Richmond Station,American Restaurant,43.65151,-79.379223,276,43.653236,-79.376716
Booster Juice,Diner,43.65266,-79.378845,154,43.653236,-79.376716
Terroni,Pizzeria,43.650818,-79.375607,271,43.653236,-79.376716
Dineen Coffee Co,Café,43.651132,-79.379023,346,43.653236,-79.376716
Beer Bistro,Bistro,43.649463,-79.377261,426,43.653236,-79.376716
Leña Restaurante,South American Restaurant,43.651907,-79.379941,261,43.653236,-79.376716
Blaze Pizza,Pizzeria,43.656609,-79.380128,450,43.653236,-79.376716
CRAFT Beer Market Toronto,Beer Bar,43.6502,-79.37794,371,43.653236,-79.376716
St. Lawrence Market Outdoor Vendors,Restaurant,43.648637,-79.371614,647,43.653236,-79.376716
Hokkaido Ramen Santouka,Ramen Restaurant,43.656294,-79.377506,362,43.653236,-79.376716
Sukho Thai,Thai Restaurant,43.648593,-79.374552,555,43.653236,-79.376716
Neo Coffee Bar,Café,43.650673,-79.369086,662,43.653236,-79.376716
Cactus Club Cafe,American Restaurant,43.64952,-79.381898,571,43.653236,-79.376716
Trattoria Mercatto,Restaurant,43.654458,-79.381142,368,43.653236,-79.376716
Banh Mi Boys,Australian Restaurant,43.659283,-79.381956,793,43.653236,-79.376716
The Keg Steakhouse + Bar,Steakhouse,43.646718,-79.374862,741,43.653236,-79.376716
Chipotle Mexican Grill,Fast Food Restaurant,43.656829,-79.380958,525,43.653236,-79.376716
C'est What,Beer Bar,43.648393,-79.373445,595,43.653236,-79.376716
Five Guys Burgers & Fries,Restaurant,43.65711,-79.380956,544,43.653236,-79.376716
Chotto Matte,Japanese Restaurant,43.646437,-79.378743,769,43.653236,-79.376716
The Keg Steakhouse + Bar,Steakhouse,43.650038,-79.384038,695,43.653236,-79.376716
Rooster Coffee House,Coffee Shop,43.651731,-79.365327,905,43.653236,-79.376716
Kinka Izakaya,Japanese Restaurant,43.660458,-79.378917,836,43.653236,-79.376716
The Queen and Beaver Public House,Bar,43.65738,-79.38343,721,43.653236,-79.376716
Cafe Landwer,Café,43.648724,-79.385137,855,43.653236,-79.376716
Estiatorio Volos,Greek Restaurant,43.650213,-79.38472,706,43.653236,-79.376716
King Taps,Gastropub,43.648972,-79.381718,681,43.653236,-79.376716
Pizzeria Libretto,Pizzeria,43.648456,-79.384955,867,43.653236,-79.376716
Kabul Express,Fast Food Restaurant,43.656818,-79.376468,384,43.653236,-79.376716
Balzacs Coffee Ltd,Café,43.648434,-79.372096,662,43.653236,-79.376716
Paramount Fine Foods,Lebanese Restaurant,43.655035,-79.380158,346,43.653236,-79.376716
JOEY Eaton Centre,New American Restaurant,43.655861,-79.381926,522,43.653236,-79.376716
Ki Modern Japanese + Bar,Bar,43.647128,-79.379274,701,43.653236,-79.376716
Tim Hortons,"Cafe, Coffee, and Tea House",43.658539,-79.385251,899,43.653236,-79.376716
Golden Greek,Diner,43.662146,-79.377315,1013,43.653236,-79.376716
Assembly Chef's Hall,Restaurant,43.65028,-79.383796,614,43.653236,-79.376716
The Works Gourmet Burger Bistro,Restaurant,43.648776,-79.374347,540,43.653236,-79.376716
The 3 Brewers,Beer Bar,43.655472,-79.380321,387,43.653236,-79.376716
Earl's Kitchen & Bar,Bar,43.648085,-79.384662,813,43.653236,-79.376716
Library Bar,Hotel Bar,43.645948,-79.381611,945,43.653236,-79.376716
Balzacs Coffee,Café,43.658008,-79.379415,550,43.653236,-79.376716
Cantina Mercatto,Italian Restaurant,43.64821,-79.376735,559,43.653236,-79.376716
Ruth's Chris Steak House,Steakhouse,43.649865,-79.385646,812,43.653236,-79.376716
Fran's Restaurant,Diner,43.654436,-79.379128,224,43.653236,-79.376716
Score on King,Sports Bar,43.649867,-79.374007,441,43.653236,-79.376716
Lebanon Express,Falafel Restaurant,43.661025,-79.382701,997,43.653236,-79.376716
Jack Astor's,Restaurant,43.656641,-79.38046,424,43.653236,-79.376716
Bangkok Garden Restaurant,Thai Restaurant,43.657825,-79.382706,712,43.653236,-79.376716
Goose Island Brew House - Toronto,Beer Bar,43.647367,-79.373656,704,43.653236,-79.376716
Imperial Pub,Beer Bar,43.656317,-79.378726,380,43.653236,-79.376716
Churchmouse & Firkin,Pub,43.66457,-79.380272,101,43.663722,-79.380288
Hair of the Dog,Gay Bar,43.66299,-79.3796,111,43.663722,-79.380288
Woody's,Gay Bar,43.664459,-79.380255,74,43.663722,-79.380288
Storm Crow Manor,Bar,43.666761,-79.38179,362,43.663722,-79.380288
Golden Greek,Diner,43.662146,-79.377315,275,43.663722,-79.380288
Kinka Izakaya,Japanese Restaurant,43.660458,-79.378917,365,43.663722,-79.380288
Banh Mi Boys,Australian Restaurant,43.659283,-79.381956,510,43.663722,-79.380288
The Blake House,Bar,43.66468,-79.377204,241,43.663722,-79.380288
Mr Jerk,American Restaurant,43.667208,-79.373303,684,43.663722,-79.380288
Nando's Peri-Peri,Portuguese Restaurant,43.661815,-79.386521,538,43.663722,-79.380288
Lebanon Express,Falafel Restaurant,43.661025,-79.382701,372,43.663722,-79.380288
Rooster Coffee House,Café,43.669586,-79.379995,660,43.663722,-79.380288
Blaze Pizza,Pizzeria,43.656609,-79.380128,800,43.663722,-79.380288
Tim Hortons,"Cafe, Coffee, and Tea House",43.658539,-79.385251,692,43.663722,-79.380288
Church Street Espresso,Café,43.668166,-79.38178,523,43.663722,-79.380288
The Queen and Beaver Public House,Bar,43.65738,-79.38343,741,43.663722,-79.380288
Ginger,Diner,43.665411,-79.381061,188,43.663722,-79.380288
House on Parliament,Bar,43.663671,-79.367878,999,43.663722,-79.380288
Mercatto,Italian Restaurant,43.659865,-79.388642,699,43.663722,-79.380288
Chew Chew's Diner,Diner,43.663454,-79.372426,648,43.663722,-79.380288
Five Guys Burgers & Fries,Restaurant,43.65711,-79.380956,735,43.663722,-79.380288
Chipotle Mexican Grill,Fast Food Restaurant,43.656829,-79.380958,764,43.663722,-79.380288
Tokyo Kitchen,Diner,43.668996,-79.385046,684,43.663722,-79.380288
Eataly Toronto,Restaurant,43.669622,-79.388793,953,43.663722,-79.380288
Hokkaido Ramen Santouka,Ramen Restaurant,43.656294,-79.377506,838,43.663722,-79.380288
Barberian's Steak House,Seafood Restaurant,43.657643,-79.382116,680,43.663722,-79.380288
W Burger Bar,Burger Joint,43.661409,-79.383604,373,43.663722,-79.380288
Constantine,Greek Restaurant,43.668531,-79.385252,690,43.663722,-79.380288
Coffee Island,Café,43.664218,-79.38667,540,43.663722,-79.380288
JOEY Eaton Centre,New American Restaurant,43.655861,-79.381926,857,43.663722,-79.380288
Kabul Express,Fast Food Restaurant,43.656818,-79.376468,834,43.663722,-79.380288
Balzacs Coffee,Café,43.658008,-79.379415,657,43.663722,-79.380288
Okonomi House Restaurant,Japanese Restaurant,43.668248,-79.386844,746,43.663722,-79.380288
7 West Cafe,Café,43.66849,-79.386602,760,43.663722,-79.380288
O'Grady's Restaurant,Bar,43.664491,-79.380587,98,43.663722,-79.380288
Fran's Restaurant,Diner,43.661317,-79.384103,398,43.663722,-79.380288
Bangkok Garden Restaurant,Thai Restaurant,43.657825,-79.382706,681,43.663722,-79.380288
Paramount Fine Foods,Lebanese Restaurant,43.655035,-79.380158,966,43.663722,-79.380288
The 3 Brewers,Beer Bar,43.655472,-79.380321,916,43.663722,-79.380288
Jack Astor's,Restaurant,43.656641,-79.38046,855,43.663722,-79.380288
Jet Fuel Coffee Shop Inc,Café,43.665277,-79.36818,976,43.663722,-79.380288
Ginger Restaurant,Chinese Restaurant,43.669144,-79.386098,772,43.663722,-79.380288
Thai on Yonge,Thai Restaurant,43.658493,-79.382017,584,43.663722,-79.380288
Imperial Pub,Beer Bar,43.656317,-79.378726,836,43.663722,-79.380288
King Place,Arts and Entertainment,43.657983,-79.371229,965,43.663722,-79.380288
Jack Astor’s,Restaurant,43.670834,-79.386788,957,43.663722,-79.380288
Galleria Supermarket,Restaurant,43.66464,-79.384726,353,43.663722,-79.380288
Yonge Street Warehouse,Bar,43.657507,-79.381673,694,43.663722,-79.380288
Fox and Fiddle,Karaoke Bar,43.665035,-79.383152,268,43.663722,-79.380288
Chick-Fil-A,Fast Food Restaurant,43.669581,-79.386261,800,43.663722,-79.380288
The Library Specialty Coffee,Café,43.654316,-79.390843,397,43.657763,-79.389165
Tim Hortons,"Cafe, Coffee, and Tea House",43.658539,-79.385251,337,43.657763,-79.389165
Banh Mi Boys,Australian Restaurant,43.659283,-79.381956,604,43.657763,-79.389165
The Queen and Beaver Public House,Bar,43.65738,-79.38343,454,43.657763,-79.389165
Nando's Peri-Peri,Portuguese Restaurant,43.661815,-79.386521,493,43.657763,-79.389165
Blaze Pizza,Pizzeria,43.656609,-79.380128,748,43.657763,-79.389165
JaBistro,Sushi Restaurant,43.649789,-79.388252,901,43.657763,-79.389165
Kinka Izakaya,Japanese Restaurant,43.660458,-79.378917,883,43.657763,-79.389165
Sin and Redemption,Bar,43.654588,-79.391728,401,43.657763,-79.389165
Chipotle Mexican Grill,Fast Food Restaurant,43.656829,-79.380958,671,43.657763,-79.389165
Five Guys Burgers & Fries,Restaurant,43.65711,-79.380956,672,43.657763,-79.389165
Ikkousha Ramen,Ramen Restaurant,43.650258,-79.388748,830,43.657763,-79.389165
Lebanon Express,Falafel Restaurant,43.661025,-79.382701,613,43.657763,-79.389165
Estiatorio Volos,Greek Restaurant,43.650213,-79.38472,906,43.657763,-79.389165
Saigon Lotus,Vietnamese Restaurant,43.65445,-79.399046,895,43.657763,-79.389165
Trattoria Mercatto,Restaurant,43.654458,-79.381142,754,43.657763,-79.389165
Hair of the Dog,Gay Bar,43.66299,-79.3796,948,43.657763,-79.389165
JOEY Eaton Centre,New American Restaurant,43.655861,-79.381926,614,43.657763,-79.389165
Prenup Pub,Bar,43.658801,-79.394784,471,43.657763,-79.389165
Hokkaido Ramen Santouka,Ramen Restaurant,43.656294,-79.377506,942,43.657763,-79.389165
Queen St Warehouse,Beer Bar,43.650216,-79.390097,854,43.657763,-79.389165
Dark Horse Espresso Bar,Café,43.650738,-79.396818,1019,43.657763,-79.389165
Koh Lipe Thai Kitchen,Thai Restaurant,43.655819,-79.393327,402,43.657763,-79.389165
Leña Restaurante,South American Restaurant,43.651907,-79.379941,1044,43.657763,-79.389165
Dim Sum King,Cantonese Restaurant,43.653373,-79.395322,689,43.657763,-79.389165
Bangkok Garden Restaurant,Thai Restaurant,43.657825,-79.382706,508,43.657763,-79.389165
Assembly Chef's Hall,Restaurant,43.65028,-79.383796,922,43.657763,-79.389165
Ruth's Chris Steak House,Steakhouse,43.649865,-79.385646,914,43.657763,-79.389165
W Burger Bar,Burger Joint,43.661409,-79.383604,600,43.657763,-79.389165
Paramount Fine Foods,Lebanese Restaurant,43.655035,-79.380158,778,43.657763,-79.389165
Swatow Restaurant 汕頭小食家,Chinese Restaurant,43.653903,-79.398071,854,43.657763,-79.389165
Pho Hung Restaurant,Vietnamese Restaurant,43.654515,-79.398917,864,43.657763,-79.389165
Juicy Dumpling,Chinese Restaurant,43.652524,-79.398506,936,43.657763,-79.389165
Balzacs Coffee,Café,43.658008,-79.379415,801,43.657763,-79.389165
The 3 Brewers,Beer Bar,43.655472,-79.380321,748,43.657763,-79.389165
House of Gourmet,Chinese Restaurant,43.653298,-79.397133,818,43.657763,-79.389165
Fran's Restaurant,Diner,43.661317,-79.384103,574,43.657763,-79.389165
Jack Astor's,Restaurant,43.656641,-79.38046,736,43.657763,-79.389165
Fran's Restaurant,Diner,43.654436,-79.379128,896,43.657763,-79.389165
Imperial Pub,Beer Bar,43.656317,-79.378726,837,43.657763,-79.389165
Village Idiot Pub,Lounge,43.654366,-79.391693,423,43.657763,-79.389165
Xe Lua Restaurant,Diner,43.651729,-79.397864,962,43.657763,-79.389165
Yonge Street Warehouse,Bar,43.657507,-79.381673,616,43.657763,-79.389165
Rendezviews,Restaurant,43.649374,-79.390103,950,43.657763,-79.389165
The Ballroom,Bowling Alley,43.649014,-79.390419,979,43.657763,-79.389165
Tim Hortons,"Cafe, Coffee, and Tea House",43.64964,-79.3872,908,43.657763,-79.389165
Friar & Firkin,Pub,43.649574,-79.39121,933,43.657763,-79.389165
Tim Hortons,"Cafe, Coffee, and Tea House",43.651622,-79.382326,878,43.657763,-79.389165
Galleria Supermarket,Restaurant,43.66464,-79.384726,855,43.657763,-79.389165
A&W Restaurant,American Restaurant,43.663165,-79.384164,724,43.657763,-79.389165
The Queen and Beaver Public House,Bar,43.65738,-79.38343,104,43.656729,-79.382736
Banh Mi Boys,Australian Restaurant,43.659283,-79.381956,291,43.656729,-79.382736
Blaze Pizza,Pizzeria,43.656609,-79.380128,220,43.656729,-79.382736
Chipotle Mexican Grill,Fast Food Restaurant,43.656829,-79.380958,147,43.656729,-79.382736
Five Guys Burgers & Fries,Restaurant,43.65711,-79.380956,157,43.656729,-79.382736
Tim Hortons,"Cafe, Coffee, and Tea House",43.658539,-79.385251,280,43.656729,-79.382736
JOEY Eaton Centre,New American Restaurant,43.655861,-79.381926,98,43.656729,-79.382736
Kinka Izakaya,Japanese Restaurant,43.660458,-79.378917,529,43.656729,-79.382736
Richmond Station,American Restaurant,43.65151,-79.379223,637,43.656729,-79.382736
Trattoria Mercatto,Restaurant,43.654458,-79.381142,289,43.656729,-79.382736
Hokkaido Ramen Santouka,Ramen Restaurant,43.656294,-79.377506,415,43.656729,-79.382736
The Library Specialty Coffee,Café,43.654316,-79.390843,705,43.656729,-79.382736
Booster Juice,Diner,43.65266,-79.378845,568,43.656729,-79.382736
Dineen Coffee Co,Café,43.651132,-79.379023,762,43.656729,-79.382736
JaBistro,Sushi Restaurant,43.649789,-79.388252,893,43.656729,-79.382736
Golden Greek,Diner,43.662146,-79.377315,755,43.656729,-79.382736
Cactus Club Cafe,American Restaurant,43.64952,-79.381898,802,43.656729,-79.382736
Leña Restaurante,South American Restaurant,43.651907,-79.379941,624,43.656729,-79.382736
Nando's Peri-Peri,Portuguese Restaurant,43.661815,-79.386521,628,43.656729,-79.382736
Estiatorio Volos,Greek Restaurant,43.650213,-79.38472,725,43.656729,-79.382736
Hair of the Dog,Gay Bar,43.66299,-79.3796,721,43.656729,-79.382736
Paramount Fine Foods,Lebanese Restaurant,43.655035,-79.380158,275,43.656729,-79.382736
Terroni,Pizzeria,43.650818,-79.375607,862,43.656729,-79.382736
Beer Bistro,Bistro,43.649463,-79.377261,924,43.656729,-79.382736
Cafe Landwer,Café,43.648724,-79.385137,911,43.656729,-79.382736
Bangkok Garden Restaurant,Thai Restaurant,43.657825,-79.382706,127,43.656729,-79.382736
Pizzeria Libretto,Pizzeria,43.648456,-79.384955,952,43.656729,-79.382736
Churchmouse & Firkin,Pub,43.66457,-79.380272,897,43.656729,-79.382736
CRAFT Beer Market Toronto,Beer Bar,43.6502,-79.37794,822,43.656729,-79.382736
Balzacs Coffee,Café,43.658008,-79.379415,310,43.656729,-79.382736
Ikkousha Ramen,Ramen Restaurant,43.650258,-79.388748,862,43.656729,-79.382736
The 3 Brewers,Beer Bar,43.655472,-79.380321,233,43.656729,-79.382736
King Taps,Gastropub,43.648972,-79.381718,918,43.656729,-79.382736
Jack Astor's,Restaurant,43.656641,-79.38046,209,43.656729,-79.382736
Woody's,Gay Bar,43.664459,-79.380255,872,43.656729,-79.382736
Assembly Chef's Hall,Restaurant,43.65028,-79.383796,685,43.656729,-79.382736
Queen St Warehouse,Beer Bar,43.650216,-79.390097,954,43.656729,-79.382736
Null,Burger Joint,43.648549,-79.387541,977,43.656729,-79.382736
Sin and Redemption,Bar,43.654588,-79.391728,759,43.656729,-79.382736
Ruth's Chris Steak House,Steakhouse,43.649865,-79.385646,794,43.656729,-79.382736
W Burger Bar,Burger Joint,43.661409,-79.383604,515,43.656729,-79.382736
The Blake House,Bar,43.66468,-79.377204,958,43.656729,-79.382736
Earl's Kitchen & Bar,Bar,43.648085,-79.384662,979,43.656729,-79.382736
Fran's Restaurant,Diner,43.654436,-79.379128,399,43.656729,-79.382736
Prenup Pub,Bar,43.658801,-79.394784,1001,43.656729,-79.382736
Fran's Restaurant,Diner,43.661317,-79.384103,511,43.656729,-79.382736
Imperial Pub,Beer Bar,43.656317,-79.378726,308,43.656729,-79.382736
Koh Lipe Thai Kitchen,Thai Restaurant,43.655819,-79.393327,868,43.656729,-79.382736
Yonge Street Warehouse,Bar,43.657507,-79.381673,133,43.656729,-79.382736
